hour_start_utc,temp,rad,dewpoint,rh
2026-06-08 07:00,18.4,528,12.7,69.4
2026-06-08 08:00,19.3,649,13.1,67.4
2026-06-08 09:00,21.2,826,10.5,50.8
2026-06-08 10:00,21.4,668,11.3,52.6
2026-06-08 11:00,22.6,802,12.1,51.6
2026-06-08 12:00,23.1,475,11.8,48.8
2026-06-08 13:00,23.5,604,12.5,50
2026-06-08 14:00,23.1,213,12.7,52.1
2026-06-08 15:00,22.2,62,13.7,58.4
2026-06-08 16:00,21.8,50,14.8,64.6
2026-06-08 17:00,19.5,20,16.9,85.1
2026-06-08 18:00,18.8,12,17.7,93
2026-06-08 19:00,18.4,1,17.3,93.1
2026-06-08 20:00,17.7,1,17.4,97.9
2026-06-08 21:00,17,1,16.8,98.4
2026-06-08 22:00,17,1,17,100
2026-06-08 23:00,17.2,1,17.1,99.4
2026-06-09 00:00,16.7,1,16.4,97.6
2026-06-09 01:00,16.6,0,15.7,94.3
2026-06-09 02:00,16.6,1,16.1,97
2026-06-09 03:00,16.6,1,15.5,93.7
2026-06-09 04:00,16.3,4,14.4,88.9
2026-06-09 05:00,15.8,10,12,78.2
2026-06-09 06:00,16.1,53,11.8,75.7
2026-06-09 07:00,17,139,12.3,73.6
2026-06-09 08:00,17.9,375,11.6,66.8
2026-06-09 09:00,18.3,480,11.2,63.4
2026-06-09 10:00,18.1,305,10.8,62.3
2026-06-09 11:00,18,345,9.9,58.9
2026-06-09 12:00,18,200,9.6,57.7
2026-06-09 13:00,18.5,333,9.5,55.8
2026-06-09 14:00,18.2,194,9.5,56.9
2026-06-09 15:00,18.1,137,9.5,57.1
2026-06-09 16:00,18,57,8.9,55.4
2026-06-09 17:00,17.9,40,8.2,53.3
2026-06-09 18:00,16.9,15,8.5,57.8
2026-06-09 19:00,16.1,2,7.9,58.5
2026-06-09 20:00,15.7,1,7.1,56.5
2026-06-09 21:00,15.3,1,6.6,56.2
2026-06-09 22:00,14.7,1,6.9,59.6
2026-06-09 23:00,14.5,1,6.4,58.2
2026-06-10 00:00,14.2,1,7.1,62.2
2026-06-10 01:00,14,1,7.6,65.2
2026-06-10 02:00,13.6,1,7,64.4
2026-06-10 03:00,13.4,4,6.4,62.5
2026-06-10 04:00,13.5,27,6,60.4
2026-06-10 05:00,14.1,145,6.3,59.7
2026-06-10 06:00,15.1,212,6.3,55.9
2026-06-10 07:00,15.3,240,5.9,53.4
2026-06-10 08:00,16.1,493,5.7,49.8
2026-06-10 09:00,16.3,393,4.4,45.1
2026-06-10 10:00,15.3,137,4.1,47.2
2026-06-10 11:00,15.3,464,5.6,52.7
2026-06-10 12:00,16.2,684,6.8,53.8
2026-06-10 13:00,12.7,155,7.2,69.5
2026-06-10 14:00,14.4,466,7.2,62.4
2026-06-10 15:00,14.9,494,7.6,61.7
2026-06-10 16:00,14.4,145,7,61.1
2026-06-10 17:00,15.1,180,7.3,59.6
2026-06-10 18:00,14.7,66,8.3,65.4
2026-06-10 19:00,13.8,4,7.7,66.5
2026-06-10 20:00,13.1,1,7,66.5
2026-06-10 21:00,12.6,1,6.6,66.8
2026-06-10 22:00,12.3,1,6.3,66.7
2026-06-10 23:00,12.2,1,6.6,68.3
2026-06-11 00:00,12.1,1,7.3,72.3
2026-06-11 01:00,11.6,1,7.6,76.6
2026-06-11 02:00,11,1,7.5,78.7
2026-06-11 03:00,11.1,3,7.3,77.2
2026-06-11 04:00,11.4,30,6.1,69.9
2026-06-11 05:00,12.8,228,5.4,60.8
2026-06-11 06:00,14.2,411,5.8,57.1
2026-06-11 07:00,15.1,595,6,54.4
2026-06-11 08:00,15.4,523,6.4,54.8
2026-06-11 09:00,15.6,475,5.9,52.5
2026-06-11 10:00,16.4,759,5,46.7
2026-06-11 11:00,17.1,830,4.5,43
2026-06-11 12:00,17.9,941,4.1,40
2026-06-11 13:00,18.3,795,4,38.7
2026-06-11 14:00,18.9,686,3.3,35.4
2026-06-11 15:00,18.9,462,3.2,35.1
2026-06-11 16:00,18.4,217,3.5,37
2026-06-11 17:00,18.5,138,3.9,38
2026-06-11 18:00,18,35,4.5,40.9
2026-06-11 19:00,16.7,6,5.7,48.2
2026-06-11 20:00,15.6,1,6.1,53.1
2026-06-11 21:00,15.2,1,5.9,54
2026-06-11 22:00,15.1,1,5.6,52.9
2026-06-11 23:00,14.4,1,5.9,56.5
2026-06-12 00:00,14.8,0,6.5,57.7
2026-06-12 01:00,15.2,1,6.9,57.3
2026-06-12 02:00,15.1,1,6.9,58.1
2026-06-12 03:00,15.4,2,7.5,59.3
2026-06-12 04:00,15.6,30,8.7,63.7
2026-06-12 05:00,15.9,80,8.7,62.6
2026-06-12 06:00,16.1,128,8.3,59.7
2026-06-12 07:00,16.7,234,8.5,58.6
2026-06-12 08:00,17.2,405,8.6,57
2026-06-12 09:00,19,809,8.9,52.2
2026-06-12 10:00,20,929,8.9,48.7
2026-06-12 11:00,20.9,949,9,46.3
2026-06-12 12:00,21.4,800,9.6,46.9
2026-06-12 13:00,21.9,836,9.5,45.2
2026-06-12 14:00,22.4,641,9.5,43.9
2026-06-12 15:00,22,484,10.3,47.4
2026-06-12 16:00,22,261,9.7,45.7
2026-06-12 17:00,22.7,239,10.2,45.2
2026-06-12 18:00,21.9,70,10.3,47.5
2026-06-12 19:00,19.6,6,11,57.5
2026-06-12 20:00,18.6,1,10.8,60.7
2026-06-12 21:00,17.8,1,10.6,62.6
2026-06-12 22:00,17.3,1,10.5,64.4
2026-06-12 23:00,16.7,1,10.4,66.4
2026-06-13 00:00,16.2,1,10.4,68.6
2026-06-13 01:00,15.8,1,10.2,69.6
2026-06-13 02:00,15.3,1,10.3,71.8
2026-06-13 03:00,14.9,3,10.3,73.9
2026-06-13 04:00,14.8,37,10.5,75.3
2026-06-13 05:00,16.8,218,11.4,70.2
2026-06-13 06:00,18.3,394,12.3,68
2026-06-13 07:00,18.8,566,13.4,70.8
2026-06-13 08:00,19.6,723,13.6,68.3
2026-06-13 09:00,20.6,854,13.3,62.6
2026-06-13 10:00,21.6,943,12.5,56.6
2026-06-13 11:00,22.6,970,12,51.4
2026-06-13 12:00,23.6,946,9.8,41.7
2026-06-13 13:00,25.4,878,6,29
2026-06-13 14:00,26,742,5.6,27
2026-06-13 15:00,26.4,532,4.2,24
2026-06-13 16:00,26.7,381,7.4,29.5
2026-06-13 17:00,26.4,188,9.4,34.4
2026-06-13 18:00,25.6,71,8.9,34.9
2026-06-13 19:00,23.6,7,8.8,38.9
2026-06-13 20:00,21.4,1,9.3,45.9
2026-06-13 21:00,20.3,1,9.6,50.2
2026-06-13 22:00,19.5,1,9.7,53
2026-06-13 23:00,19,1,9.7,54.8
2026-06-14 00:00,18.2,1,9.8,57.9
2026-06-14 01:00,18.1,1,9.7,57.9
2026-06-14 02:00,17.4,1,10.2,62.5
2026-06-14 03:00,17.2,5,10.4,64.5
2026-06-14 04:00,17.1,36,10.7,66
2026-06-14 05:00,18.3,184,12.1,67.4
2026-06-14 06:00,20.1,385,12.6,62.2
2026-06-14 07:00,20.8,575,11.7,56.1
2026-06-14 08:00,21.7,711,12.2,54.7
2026-06-14 09:00,22.8,842,11.6,49.4
2026-06-14 10:00,23.7,929,11.9,47.7
2026-06-14 11:00,24.8,954,10.3,40
2026-06-14 12:00,25.8,944,9.4,35.6
2026-06-14 13:00,26.3,852,9.4,34.7
2026-06-14 14:00,26.8,743,8.4,31.2
2026-06-14 15:00,27.3,590,7.2,28.2
2026-06-14 16:00,27.2,429,4.4,23.2
2026-06-14 17:00,25.9,255,4.3,24.8
2026-06-14 18:00,24.6,75,4.8,27.8
2026-06-14 19:00,22.1,7,5.5,34
2026-06-14 20:00,20.3,1,5.6,38.3
2026-06-14 21:00,19.5,1,5.3,39.4
2026-06-14 22:00,19,1,5.3,40.5
2026-06-14 23:00,18,1,5.5,43.7
2026-06-15 00:00,17.2,1,5.6,46.3
2026-06-15 01:00,16.7,1,5.3,46.9
2026-06-15 02:00,16.1,1,5.4,49.1
2026-06-15 03:00,15.6,4,5,49.2
2026-06-15 04:00,15.4,41,5.4,51.3
2026-06-15 05:00,17.4,215,6.8,50
2026-06-15 06:00,19.2,393,8.4,49.4
2026-06-15 07:00,19.8,565,9.2,50.6
2026-06-15 08:00,20.6,717,10.4,51.6
2026-06-15 09:00,22.1,881,10.7,48.4
2026-06-15 10:00,23.1,928,9.2,41.4
2026-06-15 11:00,24.8,951,6.5,30.9
2026-06-15 12:00,25.3,893,7,31
2026-06-15 13:00,26.3,807,6.4,28
2026-06-15 14:00,26.9,762,6.9,28.1
2026-06-15 15:00,26.6,587,6.2,27.2
2026-06-15 16:00,26,414,6.4,28.5
2026-06-15 17:00,25.1,238,6.4,30.1
2026-06-15 18:00,23.7,75,6.2,32.4
2026-06-15 19:00,21.7,8,6.7,37.9
2026-06-15 20:00,19.4,2,6.8,43.8
2026-06-15 21:00,19.1,1,6,42.4
2026-06-15 22:00,19,1,5.8,41.8
2026-06-15 23:00,18.9,1,5.7,41.9
2026-06-16 00:00,18.2,1,5.9,44.4
2026-06-16 01:00,17.6,1,6.1,46.8
2026-06-16 02:00,17.2,1,6,47.9
2026-06-16 03:00,17,6,5.9,47.9
2026-06-16 04:00,16.9,54,6.4,50.2
2026-06-16 05:00,17.9,147,7.7,50.9
2026-06-16 06:00,19.2,322,9.1,52
2026-06-16 07:00,20.3,520,10.5,53.3
2026-06-16 08:00,21,652,10.4,50.6
2026-06-16 09:00,21.9,837,10.6,48.5
2026-06-16 10:00,23.5,913,9.8,41.7
2026-06-16 11:00,23.8,932,10.3,42.4
2026-06-16 12:00,24.4,921,10.8,42.3
2026-06-16 13:00,25.7,861,11.3,40.5
2026-06-16 14:00,26.7,650,10.6,36.7
2026-06-16 15:00,26.8,257,9.2,33
2026-06-16 16:00,25.7,95,11.3,40.8
2026-06-16 17:00,25.4,81,11.3,41.2
2026-06-16 18:00,24.8,58,12.1,45.4
2026-06-16 19:00,23.6,7,12.9,51.2
2026-06-16 20:00,23.3,1,11.2,46.5
2026-06-16 21:00,22.5,1,10.3,46
2026-06-16 22:00,21.5,1,9.8,47.4
2026-06-16 23:00,20.9,1,9.3,47.6
2026-06-17 00:00,20.4,1,9.1,48.3
2026-06-17 01:00,19.8,1,9.2,50.5
2026-06-17 02:00,19.1,1,9.1,52.4
2026-06-17 03:00,19.2,3,9.3,52.7
2026-06-17 04:00,20,35,9.6,51.3
2026-06-17 05:00,20.3,191,11.4,56.4
2026-06-17 06:00,21.8,371,12.9,57
2026-06-17 07:00,22.1,525,14.4,61.9
2026-06-17 08:00,23.2,673,13.1,52.9
2026-06-17 09:00,24.2,800,12.9,49.4
2026-06-17 10:00,25.9,808,11.5,40.7
2026-06-17 11:00,27.7,1041,11.3,36.3
2026-06-17 12:00,28.2,1012,12.6,38.3
2026-06-17 13:00,29.5,848,12.8,36
2026-06-17 14:00,30.2,733,12.8,34.4
2026-06-17 15:00,30,575,12.3,33.7
2026-06-17 16:00,30.2,383,10.6,29.8
2026-06-17 17:00,29.9,238,10.4,29.8
2026-06-17 18:00,28.3,72,11.9,36.2
2026-06-17 19:00,26.2,7,12.3,42.1
2026-06-17 20:00,25.5,1,12.2,43.6
2026-06-17 21:00,24.2,1,12.1,46.8
2026-06-17 22:00,23.8,0,12,47.7
2026-06-17 23:00,23.3,1,11.8,48.6
2026-06-18 00:00,21.9,1,12.1,53.8
2026-06-18 01:00,21.2,1,12.2,56.5
2026-06-18 02:00,20.6,1,12.1,58.2
2026-06-18 03:00,20,4,11.4,58
2026-06-18 04:00,20,38,11.3,57.3
2026-06-18 05:00,21.4,206,12.5,56.9
2026-06-18 06:00,22.5,378,13.2,55.6
2026-06-18 07:00,23.1,546,14.7,59.3
2026-06-18 08:00,24.2,703,13.5,51.2
2026-06-18 09:00,25.4,836,12.6,45.1
2026-06-18 10:00,26.3,911,13.2,44.3
2026-06-18 11:00,27.8,941,13,40.1
2026-06-18 12:00,29,929,12.5,36.1
2026-06-18 13:00,29.9,868,12.3,33.8
2026-06-18 14:00,30.7,751,10.2,28.2
2026-06-18 15:00,31.7,594,5.3,19.1
2026-06-18 16:00,31.9,417,3.1,16.2
2026-06-18 17:00,30.5,243,8.4,26.9
2026-06-18 18:00,28.8,75,10.8,32.8
2026-06-18 19:00,27,8,9.6,33.5
2026-06-18 20:00,25.8,1,8.6,33.9
2026-06-18 21:00,25.1,1,8.9,36
2026-06-18 22:00,24.8,1,10.5,40.8
2026-06-18 23:00,24.5,1,12.3,46.5
2026-06-19 00:00,23.2,1,13.5,54.5
2026-06-19 01:00,23.2,1,12.9,52.4
2026-06-19 02:00,22.7,1,12.9,54
2026-06-19 03:00,22.2,4,12.9,55.9
2026-06-19 04:00,22,62,13.1,57.2
2026-06-19 05:00,23.7,178,13.3,52.2
2026-06-19 06:00,23.9,203,12.6,49.2
2026-06-19 07:00,24.3,285,12.5,47.7
2026-06-19 08:00,26.4,674,13.6,45.2
2026-06-19 09:00,26.7,824,14.7,47.8
2026-06-19 10:00,27.1,904,14,44.6
2026-06-19 11:00,28.7,941,12.1,35.9
2026-06-19 12:00,30.5,889,11.2,30.5
2026-06-19 13:00,30.8,638,12.4,32.5
2026-06-19 14:00,27.7,181,14.9,45.7
2026-06-19 15:00,26.2,64,13.7,46.3
2026-06-19 16:00,23.7,126,14.6,57
2026-06-19 17:00,23.8,33,13.7,53.2
2026-06-19 18:00,24.3,83,13.1,49.6
2026-06-19 19:00,23.7,9,12.2,48.8
2026-06-19 20:00,22.2,1,12.3,53.6
2026-06-19 21:00,21.1,1,12.5,58.2
2026-06-19 22:00,20.4,1,13.2,63.4
2026-06-19 23:00,19.9,1,13.4,66
2026-06-20 00:00,19.6,1,13.5,67.9
2026-06-20 01:00,19.4,1,13.4,68.4
2026-06-20 02:00,19,1,13.4,70.2
2026-06-20 03:00,19,3,13.4,70.1
2026-06-20 04:00,19.4,42,14,71.1
2026-06-20 05:00,20.6,193,14.6,68.7
2026-06-20 06:00,21.4,366,15.9,70.6
2026-06-20 07:00,22.3,540,15.9,67.3
2026-06-20 08:00,23.3,699,15.2,60.5
2026-06-20 09:00,24.3,831,15.2,56.8
2026-06-20 10:00,25.6,913,14.9,51.8
2026-06-20 11:00,26.9,948,14.4,46.4
2026-06-20 12:00,28.7,929,12.6,36.9
2026-06-20 13:00,29.7,869,9.4,28.4
2026-06-20 14:00,31,746,5.4,20
2026-06-20 15:00,31.3,580,6.9,21.8
2026-06-20 16:00,31.3,409,8.2,23.8
2026-06-20 17:00,30.8,209,9.5,26.7
2026-06-20 18:00,29.3,71,8.7,27.7
2026-06-20 19:00,27.1,4,9.2,32.4
2026-06-20 20:00,25.6,1,7.7,32.2
2026-06-20 21:00,25.1,1,6.7,30.9
2026-06-20 22:00,24.2,1,6.8,32.9
2026-06-20 23:00,23.5,1,7.7,36.2
2026-06-21 00:00,22.6,1,8.6,40.8
2026-06-21 01:00,22.2,1,9.2,43.7
2026-06-21 02:00,22,1,9.8,45.9
2026-06-21 03:00,21.7,4,10.1,47.6
2026-06-21 04:00,21.4,41,10.6,50
2026-06-21 05:00,22.8,199,12.4,51.7
2026-06-21 06:00,23.9,366,13.3,51.4
2026-06-21 07:00,24.8,538,13.5,49.3
2026-06-21 08:00,25.2,693,14.8,52.4
2026-06-21 09:00,26.4,821,14.1,46.9
2026-06-21 10:00,27.4,898,13.1,41.5
2026-06-21 11:00,29.3,930,12.4,35.3
2026-06-21 12:00,29.8,910,13,35.7
2026-06-21 13:00,30.7,861,13.3,34.6
2026-06-21 14:00,31.8,732,13,31.8
2026-06-21 15:00,32.1,506,12.6,30.4
2026-06-21 16:00,30.6,237,14.2,37.2
2026-06-21 17:00,30.7,271,14.4,37.2
2026-06-21 18:00,29.3,104,14.6,40.9
2026-06-21 19:00,28.2,14,14.5,43
2026-06-21 20:00,27.3,1,13.2,41.8
2026-06-21 21:00,26.5,1,12.6,42.1
2026-06-21 22:00,26,1,13.1,44.8
2026-06-21 23:00,25,1,12.9,47
2026-06-22 00:00,24,1,12.7,49.4
2026-06-22 01:00,23.6,1,12,48.2
2026-06-22 02:00,22.9,1,11.9,50.2
2026-06-22 03:00,22.7,4,11.9,50.8
2026-06-22 04:00,22.6,39,11.8,50.5
2026-06-22 05:00,23.8,199,13.3,51.8
2026-06-22 06:00,24.9,369,15,54.4
2026-06-22 07:00,25.4,539,15.4,53.9
2026-06-22 08:00,26.5,695,14.1,46.7
2026-06-22 09:00,27.7,826,13.3,41.1
2026-06-22 10:00,29.1,903,13.2,37.9
2026-06-22 11:00,30.8,940,12.2,32.1
2026-06-22 12:00,31.9,922,13.2,32.2
2026-06-22 13:00,33,862,13.8,31.4
2026-06-22 14:00,34.1,735,12.2,26.6
2026-06-22 15:00,35.3,587,9.8,21.2
2026-06-22 16:00,34.9,420,10.6,22.9
2026-06-22 17:00,34.1,267,11.6,25.4
2026-06-22 18:00,32.6,101,13,30.6
2026-06-22 19:00,30.3,9,12.6,33.8
2026-06-22 20:00,30,1,11.2,31.5
2026-06-22 21:00,29.6,1,11.3,32.5
2026-06-22 22:00,28.2,1,11.6,35.9
2026-06-22 23:00,26.7,1,12.4,41.1
2026-06-23 00:00,25.7,1,12.6,44
2026-06-23 01:00,24.3,1,13.6,51.3
2026-06-23 02:00,23.9,1,12.7,49.5
2026-06-23 03:00,23.5,4,12.3,49.4
2026-06-23 04:00,23.4,37,11.9,48.3
2026-06-23 05:00,24.3,203,12.9,49
2026-06-23 06:00,25.3,376,14.1,49.7
2026-06-23 07:00,26,543,13.9,47.3
2026-06-23 08:00,26.7,693,15.7,51
2026-06-23 09:00,28.1,819,12.2,37.4
2026-06-23 10:00,29.8,902,12.5,34.4
2026-06-23 11:00,31.2,929,14.1,35.6
2026-06-23 12:00,32,920,15,35.8
2026-06-23 13:00,33.4,862,13.8,30.9
2026-06-23 14:00,35.3,715,9.1,20.2
2026-06-23 15:00,35,506,9.6,21.3
2026-06-23 16:00,34.1,368,11.4,25.2
2026-06-23 17:00,33.1,221,12.9,29.3
2026-06-23 18:00,31.8,97,12.4,30.6
2026-06-23 19:00,30,13,13.1,35.7
2026-06-23 20:00,29.1,1,13.9,39.6
2026-06-23 21:00,29.2,0,12.8,36.6
2026-06-23 22:00,27.9,2,12.9,40
2026-06-23 23:00,26,1,13.5,46
2026-06-24 00:00,24.7,1,13.6,50
2026-06-24 01:00,24.3,1,13.2,50.2
2026-06-24 02:00,24.1,1,12.9,49.6
2026-06-24 03:00,23.5,4,12.4,49.7
2026-06-24 04:00,23.2,37,12.5,51
2026-06-24 05:00,24.4,195,13.5,50.5
2026-06-24 06:00,25.3,364,14.3,50.4
2026-06-24 07:00,25.7,532,14.9,51.2
2026-06-24 08:00,26.8,681,15.7,50.8
2026-06-24 09:00,28,814,13.7,41.5
2026-06-24 10:00,29.2,891,14.3,40.3
2026-06-24 11:00,30.4,920,14.8,38.7
2026-06-24 12:00,32,906,15.5,37
2026-06-24 13:00,34.4,848,13.4,28.6
2026-06-24 14:00,35.1,731,12.1,25.1
2026-06-24 15:00,34.9,574,12.1,25.3
2026-06-24 16:00,34.5,418,12,25.6
2026-06-24 17:00,33.7,263,12.5,27.7
2026-06-24 18:00,32.5,109,12.1,28.9
2026-06-24 19:00,30.9,15,11.1,29.5
2026-06-24 20:00,29.9,2,12.2,34.3
2026-06-24 21:00,27.4,1,15.9,49.3
2026-06-24 22:00,26.8,1,14.7,47.5
2026-06-24 23:00,25.5,1,14.4,50.6
2026-06-25 00:00,23.7,1,14.4,56.1
2026-06-25 01:00,22.9,1,14.2,58.1
2026-06-25 02:00,22.4,1,14.6,61.5
2026-06-25 03:00,21.8,4,15.1,65.5
2026-06-25 04:00,21.7,36,15.1,66.1
2026-06-25 05:00,23,193,16.1,65.2
2026-06-25 06:00,24.1,359,17.2,65.5
2026-06-25 07:00,24.4,526,17.6,65.8
2026-06-25 08:00,25.2,681,17.4,61.9
2026-06-25 09:00,26.3,816,16.4,54.8
2026-06-25 10:00,27.8,900,14.7,45
2026-06-25 11:00,29.5,928,14.3,39.4
2026-06-25 12:00,30.6,913,15.8,40.8
2026-06-25 13:00,31.1,867,15.8,39.8
2026-06-25 14:00,31.5,750,16.5,40.3
2026-06-25 15:00,31.9,645,15.9,38.3
2026-06-25 16:00,30.9,156,15.2,38.6
2026-06-25 17:00,30,46,15.6,41.9
2026-06-25 18:00,29.6,29,14.4,39.6
2026-06-25 19:00,29.6,6,12.9,35.9
2026-06-25 20:00,29.5,1,12.8,35.8
2026-06-25 21:00,28.3,1,13.1,39.3
2026-06-25 22:00,27.1,1,13.5,43.1
2026-06-25 23:00,26.4,1,13.8,45.5
2026-06-26 00:00,26.6,1,13.7,45.1
2026-06-26 01:00,26.4,1,14,46.2
2026-06-26 02:00,25.1,1,14,50.3
2026-06-26 03:00,24.6,4,14.3,52.6
2026-06-26 04:00,24.2,70,14.7,55.5
2026-06-26 05:00,25.7,211,15.8,54.3
2026-06-26 06:00,27,358,16,51
2026-06-26 07:00,27.6,523,15.2,46.8
2026-06-26 08:00,28.1,676,15.8,47.2
2026-06-26 09:00,28.9,809,15,42.8
2026-06-26 10:00,30.5,890,14.4,37.6
2026-06-26 11:00,31.4,916,14.7,36.5
2026-06-26 12:00,31.5,902,16.1,39.6
2026-06-26 13:00,32.5,844,14.5,33.7
2026-06-26 14:00,31.6,161,13.8,34
2026-06-26 15:00,31,81,15,37.9
2026-06-26 16:00,29.9,136,17.3,47.2
2026-06-26 17:00,30.6,186,17.7,46.2
2026-06-26 18:00,30.4,67,18.1,47.8
2026-06-26 19:00,29.4,11,16.7,46.2
2026-06-26 20:00,28.5,1,15.3,44.7
2026-06-26 21:00,27.6,1,15,46.1
2026-06-26 22:00,26.8,1,15.1,48.6
2026-06-26 23:00,26.1,1,15.2,51.1
2026-06-27 00:00,25.4,1,15.4,53.8
2026-06-27 01:00,25,1,15.4,55.3
2026-06-27 02:00,24.6,1,15.3,56.2
2026-06-27 03:00,24,3,15.1,57.8
2026-06-27 04:00,23.9,34,15,57.5
2026-06-27 05:00,25.1,188,16.2,57.9
2026-06-27 06:00,26.7,353,17.6,57.5
2026-06-27 07:00,27.4,520,18,56.5
2026-06-27 08:00,28.1,674,17.3,51.9
2026-06-27 09:00,29.2,807,17.3,48.8
2026-06-27 10:00,30.6,889,16.2,42.1
2026-06-27 11:00,31.6,924,16.3,39.8
2026-06-27 12:00,33.3,904,15.3,33.8
2026-06-27 13:00,34.3,843,14.8,31.1
2026-06-27 14:00,35,733,12.8,26.4
2026-06-27 15:00,35,574,13.1,26.8
2026-06-27 16:00,35.1,389,12.1,25
2026-06-27 17:00,34.5,224,12.6,26.7
2026-06-27 18:00,32.7,117,14.7,34
2026-06-27 19:00,30.8,14,15.3,39.3
2026-06-27 20:00,29.3,1,15.4,43
2026-06-27 21:00,28.3,1,15.8,46.5
2026-06-27 22:00,27.1,1,16.7,53
2026-06-27 23:00,26.8,1,15.2,49.2
2026-06-28 00:00,26.3,1,14.7,48.7
2026-06-28 01:00,25.2,2,14.3,51.1
2026-06-28 02:00,24.1,1,14.1,53.7
2026-06-28 03:00,23.4,3,13.6,54.2
2026-06-28 04:00,23.3,35,14.7,58.5
2026-06-28 05:00,24.6,189,16,58.9
2026-06-28 06:00,25.9,359,18.4,63.6
2026-06-28 07:00,26.7,420,18.2,59.4
2026-06-28 08:00,28.5,675,16,46.9
2026-06-28 09:00,29.5,827,15.1,41.8
2026-06-28 10:00,30.4,904,15.4,40.2
2026-06-28 11:00,32,935,13.1,31.8
2026-06-28 12:00,32.7,919,11.4,27.4
2026-06-28 13:00,33.4,851,9.7,23.4
2026-06-28 14:00,34.1,742,8.9,21.4
2026-06-28 15:00,34,592,9.2,22
2026-06-28 16:00,34.5,472,10.5,23.3
2026-06-28 17:00,33.1,270,12.1,28
2026-06-28 18:00,31.1,104,13.5,34.2
2026-06-28 19:00,29.7,11,11.6,32.8
2026-06-28 20:00,28.8,1,11.5,34.4
2026-06-28 21:00,27.7,1,12,37.8
2026-06-28 22:00,26.3,1,13.1,44
2026-06-28 23:00,26.2,1,14.6,48.9
2026-06-29 00:00,25.3,1,15.4,54
2026-06-29 01:00,23.9,1,14.8,56.7
2026-06-29 02:00,23.2,1,14.3,57.3
2026-06-29 03:00,23.2,2,14.7,58.8
2026-06-29 04:00,23.9,40,14.8,56.8
2026-06-29 05:00,24.4,86,15.5,57.6
2026-06-29 06:00,25.8,360,14.6,50
2026-06-29 07:00,26.8,508,14.8,47.9
2026-06-29 08:00,28,678,15.2,45.6
2026-06-29 09:00,28.8,731,15.9,45.4
2026-06-29 10:00,29.7,897,16.4,44.7
2026-06-29 11:00,30.9,930,15.3,39
2026-06-29 12:00,31.9,911,14,33.9
2026-06-29 13:00,32.1,721,12.6,30.7
2026-06-29 14:00,30.9,649,15.9,40.8
2026-06-29 15:00,29.7,425,16.3,44.6
2026-06-29 16:00,29.5,352,16.2,44.8
2026-06-29 17:00,28.4,61,15.5,45.4
2026-06-29 18:00,26.2,35,17.3,58.2
2026-06-29 19:00,24.6,8,18.6,69
2026-06-29 20:00,24.6,1,17.3,64.1
2026-06-29 21:00,24.9,1,15.3,55.2
2026-06-29 22:00,24.7,1,15.1,55.2
2026-06-29 23:00,23.9,1,17.1,65.7
2026-06-30 00:00,23.1,1,17.2,69.7
2026-06-30 01:00,22.2,1,16.9,71.9
2026-06-30 02:00,21.6,1,16.5,72.7
2026-06-30 03:00,21,3,15.8,72.2
2026-06-30 04:00,21.2,35,16,72.3
2026-06-30 05:00,22.4,177,16.2,67.8
2026-06-30 06:00,23.2,324,16,63.9
2026-06-30 07:00,23.8,517,15.7,60.5
2026-06-30 08:00,24.3,672,16.1,60.3
2026-06-30 09:00,24.8,799,17.1,62
2026-06-30 10:00,26.1,879,17,57.3
2026-06-30 11:00,27.4,911,16.5,51.4
2026-06-30 12:00,28.4,909,15.4,45
2026-06-30 13:00,28.2,321,15.7,46.6
2026-06-30 14:00,28.8,351,16.6,47.7
2026-06-30 15:00,29.1,441,16.2,45.8
2026-06-30 16:00,28.9,293,16.7,47.7
2026-06-30 17:00,28.7,238,16.1,46.4
2026-06-30 18:00,27.7,37,16,49
2026-06-30 19:00,26.5,7,16.9,55.5
2026-06-30 20:00,25.5,1,18.4,64.9
2026-06-30 21:00,25.1,1,18.5,67.1
2026-06-30 22:00,23.9,1,18.4,71.5
2026-06-30 23:00,23.2,1,16.2,64.8
2026-07-01 00:00,22.6,1,16,66.3
2026-07-01 01:00,22.5,1,16.8,70.4
2026-07-01 02:00,22.2,1,18.2,78
2026-07-01 03:00,21.8,2,18.3,80.4
2026-07-01 04:00,21.9,33,18,78.6
2026-07-01 05:00,22.6,111,18.7,78.6
2026-07-01 06:00,22.7,115,19.4,81.4
2026-07-01 07:00,23.2,400,19.3,78.7
2026-07-01 08:00,22.8,163,18.1,75.2
2026-07-01 09:00,18.3,16,15.2,82.5
2026-07-01 10:00,18.8,213,16,83.9
2026-07-01 11:00,20.7,550,15.6,72.9
2026-07-01 12:00,22.2,710,14.4,61.6
2026-07-01 13:00,22.1,584,14.4,61.6
2026-07-01 14:00,22.7,560,14.6,60.3
2026-07-01 15:00,23,514,14.9,60.4
2026-07-01 16:00,23.3,309,15.1,60
2026-07-01 17:00,23.8,162,12.7,50.1
2026-07-01 18:00,23.3,80,11.7,48
2026-07-01 19:00,21.6,8,11.5,52.5
2026-07-01 20:00,20.5,1,11.2,55
2026-07-01 21:00,20.1,1,10,52.5
2026-07-01 22:00,20.2,1,7.9,44.9
2026-07-01 23:00,19.6,1,7.7,46.1
2026-07-02 00:00,18.7,1,8.2,50.6
2026-07-02 01:00,18.3,1,8,51.1
2026-07-02 02:00,17.4,1,8.8,56.8
